Site,35/36,36/37,37/38,38/39,39/40,40/41,41/42,42/43,43/44,44/45,45/46,46/47,47/48,48/49,49/50,50/51,51/52,52/53,53/54,54/55,55/56,56/57,57/58,58/59,59/60,60/61,61/62,62/63,63/64,64/65,65/66,66/67,67/68,68/69,69/70,70/71,71/72,72/73,73/74,74/75,75/76,76/77,77/78,78/79,79/80,80/81,81/82,82/83,83/84,84/85,85/86,86/87,87/88,88/89,89/90,90/91,91/92,92/93,93/94,94/95,95/96,96/97,97/98,98/99,99/00,00/01,01/02,02/03,03/04,04/05,05/06,06/07,07/08,08/09,09/10,10/11,11/12,12/13,13/14,14/15,15/16,16/17,17/18,RoughTimeAccessed
Cotswold Water Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]",nan,nan,"[2, 1, 'Feb', 0, None, None]","[4, 1, 'Dec', 0, None, None]","[2, 1, 'Nov', 0, None, None]","[8, 1, 'Oct', 0, None, None]","[3, 1, 'Jan', 0, None, None]","[8, 1, 'Mar', 0, None, None]","[10, 1, 'Mar', 0, None, None]","[17, 1, 'Feb', 0, None, None]","[31, 1, 'Dec', 0, None, None]","[17, 1, 'Dec', 0, None, None]","[18, 1, 'Mar', 0, None, None]","[6, 1, 'Jan', 0, None, None]","[6, 1, 'Mar', 0, None, None]","[8, 1, 'Mar', 0, None, None]","[41, 1, 'Jan', 0, None, None]","[26, 1, 'Mar', 0, None, None]","[43, 1, 'Jan', 0, None, None]","[44, 1, 'Dec', 0, None, None]","[23, 1, 'Dec', 0, None, None]","[57, 1, 'Feb', 0, None, None]","[24, 1, 'Jan', 0, None, None]","[60, 1, 'Feb', 0, None, None]","[45, 1, 'Dec', 0, None, None]","[214, 1, 'Sep', 0, None, None]","[93, 1, 'Jan', 0, None, None]","[107, 1, 'Jan', 0, None, None]","[77, 1, 'Mar', 0, None, None]","[32, 1, 'Nov', 0, None, None]","[65, 1, 'Jan', 0, None, None]","[100, 1, 'Jan', 0, None, None]","[133, 1, 'Feb', 0, None, None]","[198, 1, 'Dec', 0, None, None]","[110, 1, 'Dec', 0, None, None]","[231, 1, 'Mar', 0, None, None]","[107, 1, 'Dec', 0, None, None]","[133, 1, 'Mar', 0, None, None]","[280, 1, 'Feb', 0, None, None]","[224, 1, 'Dec', 0, None, None]","[314, 1, 'Mar', 0, None, None]","[357, 1, 'Jan', 0, None, None]","[207, 1, 'Nov', 0, None, None]","[129, 1, 'Mar', 0, None, None]","[305, 1, 'Feb', 0, None, None]","[284, 1, 'Nov', 0, None, None]","[208, 1, 'Mar', 0, None, None]","[198, 1, 'Feb', 0, None, None]","[619, 1, 'Feb', 0, None, None]","[584, 1, 'Feb', 0, None, None]","[502, 1, 'Feb', 0, None, None]",2019-12-06 21:14:32
Staines Reservoirs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[104, 1, 'Oct', 0, None, None]","[114, 1, 'Oct', 0, None, None]","[35, 1, 'Oct', 0, None, None]","[20, 1, 'Nov', 0, None, None]","[15, 1, 'Sep', 0, None, None]","[29, 1, 'Feb', 0, None, None]","[75, 1, 'Nov', 0, None, None]","[35, 1, 'Mar', 0, None, None]","[20, 1, 'Nov', 0, None, None]","[10, 1, 'Feb', 0, None, None]","[9, 1, 'Nov', 0, None, None]","[38, 1, 'Feb', 0, None, None]","[5, 1, 'Dec', 0, None, None]","[22, 1, 'Jan', 0, None, None]","[20, 1, 'Oct', 0, None, None]","[99, 1, 'Dec', 0, None, None]","[638, 1, 'Nov', 0, None, None]","[284, 1, 'Sep', 0, None, None]","[564, 1, 'Sep', 0, None, None]","[275, 1, 'Jan', 0, None, None]","[252, 1, 'Dec', 0, None, None]","[187, 1, 'Nov', 0, None, None]","[212, 1, 'Oct', 0, None, None]","[216, 1, 'Oct', 0, None, None]","[339, 1, 'Nov', 0, None, None]","[103, 1, 'Sep', 0, None, None]","[58, 1, 'Sep', 0, None, None]","[126, 1, 'Mar', 0, None, None]","[29, 1, 'Mar', 0, None, None]","[74, 1, 'Mar', 0, None, None]","[210, 1, 'Aug', 0, None, None]","[490, 1, 'Oct', 0, None, None]","[251, 1, 'Oct', 0, None, None]","[312, 1, 'Jan', 0, None, None]","[130, 2, 'Feb', 0, None, None]","[356, 1, 'Feb', 0, None, None]","[377, 1, 'Oct', 0, None, None]","[261, 1, 'Oct', 0, None, None]","[308, 1, 'Sep', 0, None, None]","[469, 1, 'Sep', 0, None, None]","[149, 1, 'Oct', 0, None, None]","[65, 1, 'Feb', 0, None, None]","[232, 1, 'Oct', 0, None, None]","[147, 1, 'Oct', 0, None, None]","[153, 1, 'Dec', 0, None, None]","[197, 1, 'Feb', 0, None, None]","[106, 1, 'Nov', 0, None, None]","[312, 1, 'Sep', 0, None, None]","[581, 1, 'Oct', 0, None, None]","[357, 1, 'Oct', 0, None, None]","[377, 1, 'Jan', 0, None, None]","[317, 1, 'Sep', 0, None, None]",2019-12-06 21:14:32
Chew Valley Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[360, 1, 'Feb', 0, None, None]","[107, 1, 'Nov', 0, None, None]","[165, 1, 'Nov', 0, None, None]","[131, 1, 'Dec', 0, None, None]","[260, 1, 'Nov', 0, None, None]","[346, 1, 'Jan', 0, None, None]","[184, 1, 'Dec', 0, None, None]","[427, 1, 'Dec', 0, None, None]","[220, 1, 'Nov', 0, None, None]","[246, 1, 'Nov', 0, None, None]","[137, 1, 'Sep', 0, None, None]","[326, 1, 'Oct', 0, None, None]","[139, 1, 'Nov', 0, None, None]","[480, 1, 'Dec', 0, None, None]","[359, 1, 'Nov', 0, None, None]","[185, 1, 'Nov', 0, None, None]","[375, 1, 'Sep', 0, None, None]","[490, 1, 'Aug', 0, None, None]","[275, 1, 'Aug', 0, None, None]","[190, 1, 'Aug', 0, None, None]","[390, 1, 'Oct', 0, None, None]","[440, 1, 'Nov', 0, None, None]","[475, 1, 'Sep', 0, None, None]","[490, 1, 'Oct', 0, None, None]","[465, 1, 'Sep', 0, None, None]","[630, 1, 'Oct', 0, None, None]","[435, 1, 'Sep', 0, None, None]","[475, 1, 'Dec', 0, None, None]","[100, 1, 'Nov', 0, None, None]","[875, 1, 'Nov', 0, None, None]","[225, 1, 'Sep', 0, None, None]","[405, 1, 'Nov', 0, None, None]","[235, 1, 'Sep', 0, None, None]","[425, 1, 'Oct', 0, None, None]","[270, 1, 'Sep', 0, None, None]","[805, 1, 'Dec', 0, None, None]","[535, 1, 'Oct', 0, None, None]","[565, 1, 'Sep', 0, None, None]","[395, 1, 'Jan', 0, None, None]","[660, 1, 'Dec', 0, None, None]","[300, 1, 'Oct', 0, None, None]","[180, 1, 'Sep', 0, None, None]","[270, 1, 'Jan', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[435, 1, 'Oct', 0, None, None]","[620, 1, 'Oct', 0, None, None]","[560, 1, 'Nov', 0, None, None]","[295, 1, 'Sep', 0, None, None]","[275, 1, 'Sep', 0, None, None]","[505, 1, 'Oct', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[325, 1, 'Sep', 0, None, None]","[370, 1, 'Nov', 0, None, None]","[425, 1, 'Oct', 0, None, None]",2019-12-06 21:14:32
Rutland Water,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[126, 1, 'Oct', 0, None, None]","[231, 1, 'Oct', 0, None, None]","[450, 1, 'Sep', 0, None, None]","[471, 1, 'Sep', 0, None, None]","[471, 1, 'Sep', 0, None, None]","[316, 1, 'Sep', 0, None, None]","[317, 1, 'Nov', 0, None, None]","[443, 1, 'Sep', 0, None, None]","[616, 1, 'Sep', 0, None, None]","[612, 1, 'Sep', 0, None, None]","[655, 1, 'Sep', 0, None, None]","[525, 1, 'Aug', 0, None, None]","[285, 1, 'Sep', 0, None, None]","[729, 1, 'Sep', 0, None, None]","[372, 1, 'Sep', 0, None, None]","[680, 1, 'Sep', 0, None, None]","[490, 1, 'Sep', 0, None, None]","[362, 1, 'Nov', 0, None, None]","[701, 1, 'Sep', 0, None, None]","[513, 1, 'Sep', 0, None, None]","[562, 1, 'Nov', 0, None, None]","[704, 1, 'Sep', 0, None, None]","[531, 1, 'Sep', 0, None, None]","[430, 1, 'Sep', 0, None, None]","[1154, 1, 'Sep', 0, None, None]","[401, 1, 'Sep', 0, None, None]","[608, 1, 'Sep', 0, None, None]","[504, 1, 'Aug', 0, None, None]","[475, 1, 'Sep', 0, None, None]","[663, 1, 'Oct', 0, None, None]","[680, 1, 'Sep', 0, None, None]","[495, 1, 'Sep', 0, None, None]","[620, 1, 'Oct', 0, None, None]","[525, 1, 'Sep', 0, None, None]","[773, 1, 'Oct', 0, None, None]","[323, 1, 'Sep', 0, None, None]","[703, 1, 'Oct', 0, None, None]","[176, 1, 'Nov', 0, None, None]","[471, 1, 'Oct', 0, None, None]","[500, 1, 'Sep', 0, None, None]","[288, 1, 'Oct', 0, None, None]","[443, 1, 'Oct', 0, None, None]","[166, 1, 'Sep', 0, None, None]",2019-12-06 21:14:32
Alde Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[225, 1, 'Dec', 0, None, None]","[130, 1, 'Nov', 0, None, None]","[60, 1, 'Sep', 0, None, None]","[95, 1, 'Dec', 0, None, None]","[160, 1, 'Dec', 0, None, None]","[127, 1, 'Feb', 0, None, None]","[90, 1, 'Dec', 0, None, None]","[100, 1, 'Nov', 0, None, None]","[62, 1, 'Jan', 0, None, None]","[160, 1, 'Dec', 0, None, None]","[68, 1, 'Jan', 0, None, None]","[95, 1, 'Sep', 0, None, None]","[51, 1, 'Jan', 0, None, None]","[90, 1, 'Sep', 0, None, None]","[75, 1, 'Dec', 0, None, None]","[110, 1, 'Dec', 0, None, None]","[85, 1, 'Feb', 0, None, None]","[61, 1, 'Jan', 0, None, None]","[43, 1, 'Oct', 0, None, None]","[65, 1, 'Nov', 0, None, None]","[34, 1, 'Feb', 0, None, None]","[212, 1, 'Oct', 0, None, None]","[77, 1, 'Dec', 0, None, None]","[70, 1, 'Apr', 0, None, None]","[50, 1, 'Apr', 0, None, None]","[73, 1, 'Dec', 0, None, None]","[38, 1, 'Nov', 0, None, None]","[40, 1, 'Dec', 0, None, None]","[164, 1, 'Feb', 0, None, None]","[214, 1, 'Dec', 0, None, None]","[120, 1, 'Nov', 0, None, None]","[119, 1, 'Jan', 0, None, None]","[141, 1, 'Feb', 0, None, None]","[161, 1, 'Jan', 0, None, None]","[181, 2, 'Dec', 0, None, None]","[407, 2, 'Dec', 0, None, None]","[229, 1, 'Mar', 0, None, None]","[106, 1, 'Nov', 0, None, None]","[175, 1, 'Mar', 0, None, None]","[253, 1, 'Mar', 0, None, None]","[441, 1, 'Mar', 0, None, None]","[295, 1, 'Nov', 0, None, None]","[260, 1, 'Nov', 0, None, None]","[156, 1, 'Jan', 0, None, None]","[161, 1, 'Jan', 0, None, None]","[170, 1, 'Feb', 0, None, None]","[153, 1, 'Nov', 0, None, None]","[274, 1, 'Jan', 0, None, None]","[299, 1, 'Feb', 0, None, None]","[439, 1, 'Feb', 0, None, None]","[359, 1, 'Feb', 0, None, None]","[400, 1, 'Jan', 0, None, None]",2019-12-06 21:14:32
Severn Estuary (English counties),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[130, 1, 'Oct', 0, None, None]","[180, 1, 'Jan', 0, None, None]","[400, 1, 'Jan', 0, None, None]","[300, 1, 'Jan', 0, None, None]","[207, 1, 'Jan', 0, None, None]","[166, 1, 'Jan', 0, None, None]","[2, 1, 'Jan', 0, None, None]","[344, 1, 'Jan', 0, None, None]","[91, 1, 'Jan', 0, None, None]","[100, 1, 'Dec', 0, None, None]","[150, 1, 'Dec', 0, None, None]","[108, 1, 'Feb', 0, None, None]","[152, 1, 'Jan', 0, None, None]","[206, 1, 'Jan', 0, None, None]","[100, 1, 'Nov', 0, None, None]","[141, 1, 'Dec', 0, None, None]","[107, 1, 'Feb', 0, None, None]","[76, 1, 'Dec', 0, None, None]","[165, 1, 'Dec', 0, None, None]","[136, 1, 'Dec', 0, None, None]","[97, 1, 'Dec', 0, None, None]","[99, 1, 'Feb', 0, None, None]","[78, 1, 'Nov', 0, None, None]","[62, 1, 'Feb', 0, None, None]","[40, 1, 'Sep', 0, None, None]","[50, 1, 'Dec', 0, None, None]","[75, 1, 'Feb', 0, None, None]","[92, 1, 'Feb', 0, None, None]","[115, 1, 'Jan', 0, None, None]","[246, 1, 'Nov', 0, None, None]","[169, 1, 'Oct', 0, None, None]","[150, 1, 'Jan', 0, None, None]","[139, 1, 'Dec', 0, None, None]","[132, 1, 'Nov', 0, None, None]","[152, 1, 'Dec', 0, None, None]","[164, 1, 'Nov', 0, None, None]","[213, 1, 'Jan', 0, None, None]","[203, 1, 'Feb', 0, None, None]","[115, 1, 'Nov', 0, None, None]","[202, 1, 'Feb', 0, None, None]","[298, 1, 'Jan', 0, None, None]","[221, 1, 'Feb', 0, None, None]","[277, 1, 'Nov', 0, None, None]","[209, 1, 'Dec', 0, None, None]","[150, 1, 'Oct', 0, None, None]","[160, 1, 'Nov', 0, None, None]","[271, 1, 'Oct', 0, None, None]","[372, 1, 'Jan', 0, None, None]","[244, 1, 'Mar', 0, None, None]","[464, 1, 'Feb', 0, None, None]","[290, 1, 'Feb', 0, None, None]","[337, 1, 'Jan', 0, None, None]",2019-12-06 21:14:32
Lee Valley Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[19, 1, 'Nov', 0, None, None]","[0, 1, '', 0, None, None]","[7, 1, 'Feb', 0, None, None]","[22, 1, 'Mar', 0, None, None]","[1, 1, 'Nov', 0, None, None]","[33, 1, 'Oct', 0, None, None]","[34, 1, 'Mar', 0, None, None]","[38, 1, 'Nov', 0, None, None]","[110, 1, 'Nov', 0, None, None]","[88, 1, 'Feb', 0, None, None]","[65, 1, 'Oct', 0, None, None]","[98, 1, 'Mar', 0, None, None]","[75, 1, 'Dec', 0, None, None]","[31, 1, 'Dec', 0, None, None]","[65, 1, 'Nov', 0, None, None]","[129, 1, 'Jan', 0, None, None]","[163, 1, 'Jan', 0, None, None]","[215, 1, 'Oct', 0, None, None]","[180, 1, 'Oct', 0, None, None]","[256, 1, 'Nov', 0, None, None]","[254, 1, 'Nov', 0, None, None]","[201, 1, 'Nov', 0, None, None]","[177, 1, 'Oct', 0, None, None]","[266, 1, 'Sep', 0, None, None]","[211, 1, 'Sep', 0, None, None]","[237, 1, 'Feb', 0, None, None]","[174, 1, 'Dec', 0, None, None]","[225, 1, 'Nov', 0, None, None]","[248, 2, 'Oct', 0, None, None]","[178, 1, 'Mar', 0, None, None]","[288, 1, 'Nov', 0, None, None]","[275, 1, 'Nov', 0, None, None]","[228, 1, 'Oct', 0, None, None]","[241, 1, 'Oct', 0, None, None]","[374, 1, 'Oct', 0, None, None]","[321, 1, 'Oct', 0, None, None]","[308, 1, 'Oct', 0, None, None]","[246, 1, 'Dec', 0, None, None]","[275, 1, 'Feb', 0, None, None]","[282, 1, 'Oct', 0, None, None]","[164, 1, 'Jan', 0, None, None]","[184, 1, 'Jan', 0, None, None]","[149, 1, 'Mar', 0, None, None]","[232, 1, 'Jan', 0, None, None]","[274, 1, 'Dec', 0, None, None]","[377, 1, 'Feb', 0, None, None]","[304, 1, 'Jan', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[370, 1, 'Jan', 0, None, None]","[396, 1, 'Feb', 0, None, None]","[278, 1, 'Oct', 0, None, None]","[217, 1, 'Mar', 0, None, None]","[380, 1, 'Dec', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']",2019-12-06 21:14:32
Middle Tame Valley Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[10, 1, 'Nov', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[12, 1, 'Oct', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[3, 1, 'Oct', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']",nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[10, 1, 'Jan', 0, None, None]","[26, 1, 'Jan', 0, None, None]","[18, 1, 'Jan', 0, None, None]",nan,"[69, 1, 'Feb', 0, None, None]","[110, 1, 'Mar', 0, None, None]","[85, 1, 'Dec', 0, None, None]","[80, 1, 'Sep', 0, None, None]","[75, 1, 'Nov', 0, None, None]","[156, 1, 'Oct', 0, None, None]","[117, 1, 'Oct', 0, None, None]","[133, 1, 'Sep', 0, None, None]","[47, 1, 'Nov', 0, None, None]","[43, 1, 'Sep', 0, None, None]","[70, 1, 'Mar', 0, None, None]","[191, 1, 'Sep', 0, None, None]","[154, 1, 'Sep', 0, None, None]","[164, 1, 'Sep', 0, None, None]","[94, 1, 'Sep', 0, None, None]","[139, 1, 'Nov', 0, None, None]","[181, 1, 'Nov', 0, None, None]","[168, 1, 'Sep', 0, None, None]","[91, 1, 'Nov', 0, None, None]","[97, 2, 'Jan', 0, None, None]","[136, 1, 'Dec', 0, None, None]","[116, 1, 'Feb', 0, None, None]","[127, 2, 'Jan', 0, None, None]","[141, 1, 'Feb', 0, None, None]","[95, 1, 'Sep', 0, None, None]","[106, 1, 'Mar', 0, None, None]","[125, 2, 'Jan', 0, None, None]","[110, 1, 'Feb', 0, None, None]","[43, 1, 'Sep', 0, None, None]","[39, 1, 'Oct', 0, None, None]","[68, 1, 'Oct', 0, None, None]","[111, 1, 'Mar', 0, None, None]","[270, 1, 'Nov', 0, None, None]","[114, 1, 'Oct', 0, None, None]","[142, 1, 'Nov', 0, None, None]","[58, 1, 'Dec', 0, None, None]","[124, 1, 'Feb', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[120, 1, 'Nov', 0, None, None]","[376, 2, 'Feb', 0, None, None]","[153, 1, 'Oct', 0, None, None]","[572, 1, 'Feb', 0, None, None]","[403, 1, 'Oct', 0, None, None]",2019-12-06 21:14:32
River Avon - Fordingbridge to Ringwood,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[3, 1, 'Jan', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']",nan,nan,nan,nan,"[14, 1, 'Feb', 0, None, None]","[31, 1, 'Oct', 0, None, None]","[17, 1, 'Dec', 0, None, None]","[36, 1, 'Feb', 0, None, None]","[18, 1, 'Nov', 0, None, None]","[80, 1, 'Feb', 0, None, None]","[69, 1, 'Mar', 0, None, None]","[20, 1, 'Jan', 0, None, None]","[52, 1, 'Mar', 0, None, None]","[26, 1, 'Jan', 0, None, None]","[91, 1, 'Feb', 0, None, None]","[430, 1, 'Feb', 0, None, None]","[118, 1, 'Feb', 0, None, None]","[120, 1, 'Dec', 0, None, None]","[114, 1, 'Dec', 0, None, None]",nan,"[112, 1, 'Feb', 0, None, None]","[146, 1, 'Feb', 0, None, None]","[130, 1, 'Feb', 0, None, None]","[120, 1, 'Dec', 0, None, None]","[60, 1, 'Dec', 0, None, None]","[57, 1, 'Mar', 0, None, None]","[46, 1, 'Dec', 0, None, None]","[74, 1, 'Dec', 0, None, None]","[87, 1, 'Nov', 0, None, None]","[87, 1, 'Feb', 0, None, None]","[137, 1, 'Feb', 0, None, None]","[132, 1, 'Nov', 0, None, None]","[85, 1, 'Nov', 0, None, None]","[123, 1, 'Dec', 0, None, None]","[105, 1, 'Feb', 0, None, None]","[52, 1, 'Feb', 0, None, None]","[67, 1, 'Nov', 0, None, None]","[81, 1, 'Feb', 0, None, None]","[182, 1, 'Feb', 0, None, None]","[117, 1, 'Mar', 0, None, None]","[361, 1, 'Feb', 0, None, None]","[188, 1, 'Dec', 0, None, None]","[149, 1, 'Jan', 0, None, None]","[195, 1, 'Feb', 0, None, None]","[153, 1, 'Jan', 0, None, None]","[312, 1, 'Feb', 0, None, None]","[245, 1, 'Feb', 0, None, None]","[249, 1, 'Mar', 0, None, None]","[122, 1, 'Oct', 0, None, None]","[159, 1, 'Feb', 0, None, None]","[1190, 1, 'Jan', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[233, 1, 'Oct', 0, None, None]","[212, 1, 'Feb', 0, None, None]","[496, 1, 'Mar', 0, None, None]","[368, 1, 'Dec', 0, None, None]","[263, 1, 'Feb', 0, None, None]",2019-12-06 21:14:32
Fairburn Ings,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[18, 1, 'Jan', 0, None, None]","[300, 1, 'Oct', 0, None, None]","[162, 1, 'Oct', 0, None, None]","[278, 1, 'Sep', 0, None, None]",nan,"[245, 1, 'Oct', 0, None, None]","[276, 1, 'Sep', 0, None, None]","[85, 1, 'Nov', 0, None, None]","[18, 1, 'Jan', 0, None, None]","[197, 1, 'Oct', 0, None, None]","[274, 1, 'Sep', 0, None, None]","[235, 1, 'Sep', 0, None, None]","[210, 1, 'Sep', 0, None, None]","[210, 1, 'Sep', 0, None, None]","[199, 1, 'Sep', 0, None, None]","[52, 1, 'Oct', 0, None, None]","[105, 1, 'Nov', 0, None, None]","[204, 1, 'Sep', 0, None, None]","[235, 1, 'Oct', 0, None, None]","[188, 1, 'Oct', 0, None, None]","[104, 1, 'Nov', 0, None, None]","[125, 1, 'Oct', 0, None, None]","[115, 1, 'Oct', 0, None, None]","[282, 1, 'Sep', 0, None, None]","[203, 1, 'Sep', 0, None, None]","[145, 1, 'Oct', 0, None, None]","[90, 1, 'Oct', 0, None, None]","[74, 1, 'Oct', 0, None, None]","[134, 1, 'Sep', 0, None, None]","[303, 1, 'Nov', 0, None, None]","[352, 1, 'Oct', 0, None, None]","[272, 1, 'Oct', 0, None, None]","[200, 1, 'Oct', 0, None, None]","[144, 1, 'Nov', 0, None, None]","[289, 1, 'Oct', 0, None, None]","[153, 1, 'Sep', 0, None, None]","[159, 1, 'Sep', 0, None, None]","[221, 1, 'Nov', 0, None, None]",nan,"[288, 1, 'Feb', 0, None, None]","[226, 1, 'Sep', 0, None, None]","[54, 1, 'Mar', 0, None, None]","[304, 1, 'Nov', 0, None, None]","[453, 1, 'Oct', 0, None, None]","[123, 1, 'Dec', 0, None, None]","[230, 1, 'Sep', 0, None, None]","[213, 1, 'Sep', 0, None, None]","[256, 1, 'Oct', 0, None, None]","[266, 1, 'Dec', 0, None, None]","[270, 1, 'Nov', 0, None, None]","[237, 1, 'Oct', 0, None, None]","[390, 1, 'Nov', 0, None, None]",2019-12-06 21:14:32
Mersey Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[5, 1, 'Aug', 0, None, None]","[0, 1, '', 0, None, None]","[25, 1, 'Aug', 0, None, None]","[3, 1, 'Sep', 0, None, None]","[9, 1, 'Sep', 0, None, None]","[2, 2, 'Mar', 0, None, None]","[7, 2, 'Oct', 0, None, None]","[11, 1, 'Sep', 0, None, None]","[29, 1, 'Sep', 0, None, None]","[11, 1, 'Feb', 0, None, None]","[16, 1, 'Nov', 0, None, None]","[10, 2, 'Jan', 0, None, None]","[25, 1, 'Feb', 0, None, None]","[34, 1, 'Jan', 0, None, None]","[92, 1, 'Feb', 0, None, None]","[140, 1, 'Oct', 0, None, None]","[25, 1, 'Feb', 0, None, None]","[18, 1, 'Mar', 0, None, None]","[72, 1, 'Jan', 0, None, None]","[29, 1, 'Jan', 0, None, None]","[3, 1, 'Mar', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[2, 1, 'Dec', 0, None, None]","[19, 1, 'Sep', 0, None, None]","[2, 1, 'Nov', 0, None, None]","[14, 1, 'Aug', 0, None, None]","[11, 1, 'Oct', 0, None, None]","[19, 1, 'Feb', 0, None, None]","[26, 1, 'Oct', 0, None, None]","[67, 1, 'Apr', 0, None, None]","[33, 2, 'Mar', 0, None, None]","[214, 1, 'Nov', 0, None, None]","[64, 1, 'Dec', 0, None, None]","[4, 1, 'Dec', 1, 'Standard visit under the WeBS Low Tide Count Survey', 'WeBS']","[25, 1, 'Oct', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'Oct', 0, None, None]","[3, 1, 'Feb', 0, None, None]","[1, 1, 'Nov', 0, None, None]","[20, 1, 'Dec', 0, None, None]","[5, 1, 'Feb', 0, None, None]","[9, 1, 'Apr', 0, None, None]","[7, 2, 'Dec', 0, None, None]","[7, 1, 'Apr', 0, None, None]","[9, 1, 'Sep', 0, None, None]","[8, 1, 'Oct', 0, None, None]","[47, 1, 'Sep', 0, None, None]","[55, 1, 'Aug', 0, None, None]","[18, 2, 'Dec', 0, None, None]","[292, 1, 'Mar', 0, None, None]","[317, 1, 'Oct', 0, None, None]","[426, 1, 'Dec', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']",2019-12-06 21:14:32
