Site,35/36,36/37,37/38,38/39,39/40,40/41,41/42,42/43,43/44,44/45,45/46,46/47,47/48,48/49,49/50,50/51,51/52,52/53,53/54,54/55,55/56,56/57,57/58,58/59,59/60,60/61,61/62,62/63,63/64,64/65,65/66,66/67,67/68,68/69,69/70,70/71,71/72,72/73,73/74,74/75,75/76,76/77,77/78,78/79,79/80,80/81,81/82,82/83,83/84,84/85,85/86,86/87,87/88,88/89,89/90,90/91,91/92,92/93,93/94,94/95,95/96,96/97,97/98,98/99,99/00,00/01,01/02,02/03,03/04,04/05,05/06,06/07,07/08,08/09,09/10,10/11,11/12,12/13,13/14,14/15,15/16,16/17,17/18,RoughTimeAccessed
Trinity Broads,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,nan,"[8, 2, 'Dec', 0, None, None]",nan,"[13, 2, 'Dec', 0, None, None]","[15, 1, 'May', 0, None, None]","[58, 1, 'Jul', 0, None, None]","[11, 1, 'Aug', 0, None, None]","[18, 1, 'Jun', 0, None, None]","[20, 1, 'Jul', 0, None, None]","[10, 1, 'Jul', 0, None, None]","[22, 1, 'Jul', 0, None, None]","[7, 1, 'Aug', 0, None, None]","[8, 2, 'May', 0, None, None]","[26, 1, 'Jul', 0, None, None]","[33, 1, 'Aug', 0, None, None]","[19, 1, 'Jul', 0, None, None]","[48, 1, 'Jun', 0, None, None]","[73, 1, 'Jul', 0, None, None]","[57, 1, 'Jul', 0, None, None]","[62, 1, 'Jul', 0, None, None]","[39, 1, 'Jun', 0, None, None]","[41, 1, 'Aug', 0, None, None]",nan,nan,2019-12-06 21:01:34
Eversley Cross and Yateley Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Nov', 0, None, None]","[9, 1, 'Jan', 0, None, None]","[6, 1, 'Jan', 0, None, None]","[24, 1, 'Mar', 0, None, None]","[69, 1, 'Oct', 0, None, None]","[96, 1, 'Nov', 0, None, None]","[156, 1, 'Sep', 0, None, None]","[117, 1, 'Sep', 0, None, None]","[162, 1, 'Sep', 1, 'Supplementary roost count under the WeBS Core Count Survey', 'WeBS']","[191, 1, 'Oct', 0, None, None]","[164, 1, 'Sep', 0, None, None]","[24, 1, 'Jul', 0, None, None]","[16, 1, 'Jun', 0, None, None]","[10, 1, 'Sep', 0, None, None]","[99, 1, 'Jul', 0, None, None]","[69, 1, 'Oct', 0, None, None]",2019-12-06 21:01:34
The Wash,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[10, 1, 'Sep', 0, None, None]","[3, 1, 'Sep', 0, None, None]","[4, 1, 'Jan', 0, None, None]","[5, 2, 'Dec', 0, None, None]","[2, 1, 'Dec', 0, None, None]","[13, 1, 'Sep', 0, None, None]","[2, 1, 'Sep', 0, None, None]","[2, 1, 'Oct', 0, None, None]","[2, 1, 'Dec', 0, None, None]","[2, 1, 'Oct', 0, None, None]","[12, 1, 'Oct', 0, None, None]","[6, 1, 'May', 0, None, None]","[21, 1, 'Feb', 0, None, None]","[10, 1, 'Mar', 0, None, None]","[39, 1, 'Nov', 0, None, None]","[32, 2, 'Dec', 0, None, None]","[32, 1, 'Nov', 0, None, None]","[78, 1, 'Oct', 0, None, None]","[42, 1, 'Sep', 0, None, None]","[54, 1, 'Sep', 0, None, None]","[25, 1, 'Jul', 0, None, None]","[33, 1, 'Jul', 0, None, None]","[13, 1, 'Feb', 0, None, None]","[46, 1, 'Oct', 0, None, None]","[59, 1, 'Jun', 0, None, None]","[68, 1, 'Aug', 0, None, None]",2019-12-06 21:01:34
Queen Mother Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'Mar', 0, None, None]","[4, 1, 'Mar', 0, None, None]","[9, 1, 'Sep', 0, None, None]","[12, 1, 'May', 0, None, None]","[40, 1, 'Jun', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[81, 1, 'Aug', 0, None, None]","[75, 1, 'Jul', 0, None, None]",2019-12-06 21:01:34
River Avon - Ringwood to Christchurch,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 2, '', 0, None, None]","[0, 2, '', 0, None, None]","[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[5, 1, 'Dec', 0, None, None]","[4, 1, 'Oct', 0, None, None]","[4, 1, 'Oct', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Mar', 0, None, None]","[2, 2, 'Mar', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[5, 1, 'Mar', 0, None, None]","[9, 1, 'May', 0, None, None]","[7, 1, 'Oct', 0, None, None]","[10, 1, 'Dec', 0, None, None]","[9, 1, 'Dec', 0, None, None]","[34, 1, 'Oct', 0, None, None]","[59, 1, 'Sep', 0, None, None]","[56, 1, 'Sep', 0, None, None]","[52, 1, 'Oct', 0, None, None]","[7, 1, 'Feb', 0, None, None]",2019-12-06 21:01:34
Spade Oak Gravel Pit (Little Marlow),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Mar', 0, None, None]","[18, 1, 'Nov', 0, None, None]","[23, 1, 'Dec', 0, None, None]","[33, 1, 'Sep', 0, None, None]","[6, 1, 'Sep', 0, None, None]","[37, 1, 'Sep', 0, None, None]","[49, 1, 'Sep', 0, None, None]","[11, 1, 'Sep', 0, None, None]","[19, 1, 'Dec', 0, None, None]","[22, 1, 'Sep', 0, None, None]","[19, 1, 'Oct', 0, None, None]","[8, 1, 'Nov', 0, None, None]","[51, 1, 'Oct', 0, None, None]","[47, 1, 'Nov', 0, None, None]","[31, 1, 'Jan', 0, None, None]","[46, 1, 'Oct', 0, None, None]","[41, 1, 'Nov', 0, None, None]","[61, 1, 'Nov', 0, None, None]","[31, 1, 'Oct', 0, None, None]",2019-12-06 21:01:34
Wimbledon Park Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[18, 1, 'Mar', 0, None, None]","[16, 1, 'Jun', 0, None, None]","[7, 1, 'Sep', 0, None, None]",nan,nan,"[21, 1, 'May', 0, None, None]","[10, 1, 'Mar', 0, None, None]","[15, 1, 'Nov', 0, None, None]","[25, 1, 'Jun', 0, None, None]","[12, 1, 'Aug', 0, None, None]","[15, 1, 'Apr', 0, None, None]","[32, 1, 'Aug', 0, None, None]","[49, 1, 'Jul', 0, None, None]","[44, 1, 'Aug', 0, None, None]",nan,nan,2019-12-06 21:01:34
River Avon - Fordingbridge to Ringwood,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 2, '', 0, None, None]","[2, 1, 'Oct', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Oct', 0, None, None]","[0, 2, '', 0, None, None]","[1, 1, 'Feb', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[3, 1, 'May', 0, None, None]","[9, 1, 'Aug', 0, None, None]","[19, 1, 'Oct', 0, None, None]","[26, 1, 'Sep', 0, None, None]","[12, 1, 'May', 0, None, None]","[34, 1, 'Jun', 0, None, None]","[31, 1, 'Jul', 0, None, None]","[50, 1, 'Jul', 0, None, None]","[41, 1, 'Sep', 0, None, None]","[51, 1, 'Sep', 0, None, None]",2019-12-06 21:01:34
River Thames - Kew to Richmond,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[25, 1, 'Nov', 0, None, None]","[37, 1, 'Jun', 0, None, None]","[42, 1, 'Jul', 0, None, None]","[31, 1, 'Aug', 0, None, None]","[31, 1, 'Jul', 0, None, None]","[57, 1, 'May', 0, None, None]",2019-12-06 21:01:34
Earith Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,nan,nan,nan,"[21, 1, 'Sep', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[8, 1, 'Sep', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[16, 1, 'May', 0, None, None]","[15, 1, 'Aug', 0, None, None]","[16, 1, 'Aug', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[30, 1, 'Aug', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[39, 1, 'Aug', 0, None, None]",nan,nan,nan,nan,2019-12-06 21:01:34
St James's Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[2, 1, 'Oct', 0, None, None]","[9, 1, 'May', 0, None, None]","[10, 1, 'May', 0, None, None]","[7, 1, 'Sep', 0, None, None]",nan,nan,nan,nan,"[43, 1, 'Mar', 0, None, None]","[34, 1, 'Aug', 0, None, None]",2019-12-06 21:01:34
Whitlingham Country Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[1, 1, 'May', 0, None, None]","[6, 1, 'Oct', 0, None, None]","[9, 1, 'Apr', 0, None, None]","[6, 1, 'Feb', 0, None, None]","[10, 1, 'Feb', 0, None, None]","[7, 1, 'Oct', 0, None, None]","[18, 1, 'Oct', 0, None, None]","[59, 1, 'Oct', 0, None, None]","[27, 1, 'Jul', 0, None, None]","[24, 1, 'Jul', 0, None, None]","[24, 1, 'Jul', 0, None, None]","[21, 1, 'Mar', 0, None, None]","[35, 1, 'Oct', 0, None, None]","[14, 1, 'Apr', 0, None, None]","[9, 1, 'Nov', 0, None, None]","[21, 1, 'Jun', 0, None, None]","[49, 1, 'Jul', 0, None, None]","[34, 1, 'Jul', 0, None, None]","[35, 1, 'Jul', 0, None, None]","[37, 1, 'Jul', 0, None, None]","[33, 1, 'Jul', 0, None, None]",2019-12-06 21:01:34
Queen Elizabeth II Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Jul', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Feb', 0, None, None]","[2, 1, 'Sep', 0, None, None]","[6, 1, 'Mar', 0, None, None]","[4, 1, 'Apr', 0, None, None]","[18, 1, 'Oct', 0, None, None]","[11, 1, 'Jul', 0, None, None]","[3, 1, 'Nov', 0, None, None]","[4, 1, 'Aug', 0, None, None]","[12, 1, 'Jul', 0, None, None]","[5, 1, 'Sep', 0, None, None]","[8, 1, 'Oct', 0, None, None]","[38, 1, 'Dec', 0, None, None]","[116, 1, 'Sep', 0, None, None]",2019-12-06 21:01:34
Nar Valley Fisheries Lakes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[30, 1, 'Dec', 0, None, None]","[41, 1, 'Aug', 0, None, None]","[6, 1, 'Dec', 0, None, None]","[12, 1, 'Apr', 0, None, None]","[6, 1, 'Apr', 0, None, None]",nan,nan,nan,"[63, 1, 'Sep', 0, None, None]",2019-12-06 21:01:34
Yare Valley - Marlingford to Bawburgh,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[52, 1, 'Jun', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[61, 1, 'Sep', 0, None, None]","[68, 1, 'Jul', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[52, 1, 'Jun', 0, None, None]","[97, 1, 'Jul', 0, None, None]","[48, 1, 'Jun', 0, None, None]","[53, 1, 'Jul', 0, None, None]","[42, 1, 'Jul', 0, None, None]","[18, 1, 'Jun', 0, None, None]","[54, 1, 'Jun', 1, 'Supplementary roost count under the WeBS Core Count Survey', 'WeBS']","[44, 1, 'Jun', 0, None, None]","[17, 1, 'Jun', 0, None, None]",2019-12-06 21:01:34
Nunnery Lakes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[2, 1, 'Dec', 0, None, None]","[7, 1, 'Oct', 0, None, None]","[15, 1, 'Sep', 0, None, None]","[16, 1, 'Aug', 0, None, None]","[24, 1, 'Jul', 0, None, None]","[11, 1, 'Sep', 0, None, None]","[19, 1, 'Jul', 0, None, None]","[26, 1, 'Nov', 0, None, None]","[22, 1, 'Jun', 0, None, None]","[20, 1, 'Oct', 0, None, None]","[19, 1, 'Jul', 0, None, None]","[21, 1, 'Jun', 0, None, None]","[51, 1, 'Oct', 0, None, None]","[36, 1, 'Oct', 0, None, None]","[31, 1, 'Oct', 0, None, None]","[36, 1, 'Jun', 0, None, None]","[36, 1, 'Jun', 0, None, None]","[26, 1, 'Jun', 0, None, None]","[37, 1, 'Jun', 0, None, None]","[28, 1, 'Jul', 0, None, None]","[35, 1, 'Jun', 0, None, None]","[41, 1, 'Jul', 0, None, None]","[33, 1, 'Jun', 0, None, None]","[31, 1, 'Jun', 0, None, None]","[45, 1, 'Jul', 0, None, None]","[30, 1, 'Jun', 0, None, None]","[32, 1, 'Jun', 0, None, None]",2019-12-06 21:01:34
Bawsey Country Park,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[29, 1, 'Jun', 0, None, None]","[32, 1, 'Jul', 0, None, None]","[24, 1, 'Jun', 0, None, None]","[30, 1, 'Jun', 0, None, None]","[20, 1, 'Nov', 0, None, None]","[40, 1, 'Oct', 0, None, None]","[38, 1, 'Sep', 0, None, None]",nan,2019-12-06 21:01:34
