Site,35/36,36/37,37/38,38/39,39/40,40/41,41/42,42/43,43/44,44/45,45/46,46/47,47/48,48/49,49/50,50/51,51/52,52/53,53/54,54/55,55/56,56/57,57/58,58/59,59/60,60/61,61/62,62/63,63/64,64/65,65/66,66/67,67/68,68/69,69/70,70/71,71/72,72/73,73/74,74/75,75/76,76/77,77/78,78/79,79/80,80/81,81/82,82/83,83/84,84/85,85/86,86/87,87/88,88/89,89/90,90/91,91/92,92/93,93/94,94/95,95/96,96/97,97/98,98/99,99/00,00/01,01/02,02/03,03/04,04/05,05/06,06/07,07/08,08/09,09/10,10/11,11/12,12/13,13/14,14/15,15/16,16/17,17/18,RoughTimeAccessed
Chew Valley Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[110, 1, 'Jul', 0, None, None]","[160, 1, 'Aug', 0, None, None]","[155, 1, 'Aug', 0, None, None]","[180, 1, 'Aug', 0, None, None]","[125, 1, 'Aug', 0, None, None]","[120, 1, 'Aug', 0, None, None]","[145, 1, 'Oct', 0, None, None]","[130, 1, 'Sep', 0, None, None]","[185, 1, 'Sep', 0, None, None]","[165, 1, 'Sep', 0, None, None]","[105, 1, 'Oct', 0, None, None]","[245, 1, 'Sep', 0, None, None]","[125, 1, 'Sep', 0, None, None]","[80, 1, 'Oct', 0, None, None]","[90, 1, 'Nov', 0, None, None]","[55, 1, 'Aug', 0, None, None]","[70, 1, 'Oct', 0, None, None]","[180, 1, 'Sep', 0, None, None]","[125, 1, 'Aug', 0, None, None]","[75, 1, 'Sep', 0, None, None]","[35, 1, 'Sep', 0, None, None]","[170, 1, 'Sep', 0, None, None]","[145, 1, 'Sep', 0, None, None]","[230, 1, 'Aug', 0, None, None]","[150, 1, 'Aug', 0, None, None]","[135, 1, 'Sep', 0, None, None]",2019-12-06 21:33:07
London Wetland Centre,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[4, 1, 'Oct', 0, None, None]","[5, 1, 'Jul', 0, None, None]","[2, 1, 'Oct', 0, None, None]","[0, 1, '', 0, None, None]","[4, 1, 'Oct', 0, None, None]","[8, 1, 'Jun', 0, None, None]","[26, 1, 'Mar', 0, None, None]","[62, 1, 'Apr', 0, None, None]","[95, 1, 'Nov', 0, None, None]","[170, 1, 'Dec', 0, None, None]","[131, 1, 'Aug', 0, None, None]","[137, 1, 'Aug', 0, None, None]","[135, 1, 'Nov', 0, None, None]","[239, 1, 'Feb', 0, None, None]","[218, 1, 'Nov', 0, None, None]","[203, 1, 'Sep', 0, None, None]","[229, 1, 'Dec', 0, None, None]","[200, 1, 'Nov', 0, None, None]","[180, 1, 'Nov', 0, None, None]","[176, 1, 'Feb', 0, None, None]","[130, 1, 'Dec', 0, None, None]","[164, 1, 'Nov', 0, None, None]","[161, 1, 'Feb', 0, None, None]","[164, 1, 'Jan', 0, None, None]","[155, 1, 'Mar', 0, None, None]","[158, 1, 'Sep', 0, None, None]",2019-12-06 21:33:07
River Wandle - Carshalton to Wandsworth,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[150, 1, 'Dec', 0, None, None]","[179, 1, 'Dec', 0, None, None]","[178, 1, 'Dec', 0, None, None]","[193, 1, 'Dec', 0, None, None]","[186, 1, 'Dec', 0, None, None]","[180, 1, 'Dec', 0, None, None]","[191, 1, 'Dec', 0, None, None]","[248, 1, 'Dec', 0, None, None]","[188, 1, 'Dec', 0, None, None]","[137, 1, 'Dec', 0, None, None]","[153, 1, 'Dec', 0, None, None]","[164, 1, 'Dec', 0, None, None]","[141, 1, 'Dec', 0, None, None]","[179, 1, 'Dec', 0, None, None]","[134, 1, 'Dec', 0, None, None]",2019-12-06 21:33:07
Arun Valley,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[20, 1, 'Jan', 0, None, None]","[82, 1, 'Jan', 0, None, None]","[182, 1, 'Dec', 0, None, None]","[161, 1, 'Nov', 0, None, None]","[276, 1, 'Jan', 0, None, None]","[235, 1, 'Mar', 0, None, None]","[307, 1, 'Jan', 0, None, None]","[340, 2, 'Dec', 0, None, None]","[235, 1, 'Feb', 0, None, None]","[208, 1, 'Dec', 0, None, None]","[202, 1, 'Oct', 0, None, None]","[176, 1, 'Aug', 0, None, None]","[146, 1, 'Dec', 0, None, None]","[175, 1, 'Dec', 0, None, None]","[246, 1, 'Dec', 0, None, None]","[195, 2, 'Oct', 0, None, None]","[164, 1, 'Jan', 0, None, None]","[190, 1, 'Sep', 0, None, None]","[165, 2, 'Nov', 0, None, None]","[161, 1, 'Feb', 0, None, None]","[124, 1, 'Dec', 0, None, None]","[161, 1, 'Oct', 0, None, None]","[189, 1, 'Nov', 0, None, None]","[120, 1, 'Jan', 0, None, None]","[170, 1, 'Nov', 0, None, None]","[105, 1, 'Oct', 0, None, None]",2019-12-06 21:33:07
Grand Western Canal: Greenway Bridge to Fossend Bridge,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[23, 1, 'Apr', 0, None, None]","[68, 1, 'Mar', 0, None, None]","[71, 2, 'Sep', 0, None, None]","[54, 2, 'Sep', 0, None, None]","[44, 1, 'Dec', 0, None, None]","[54, 2, 'Sep', 0, None, None]","[53, 2, 'Sep', 0, None, None]","[62, 2, 'Sep', 0, None, None]","[73, 1, 'Mar', 0, None, None]","[80, 1, 'Sep', 0, None, None]","[103, 1, 'Oct', 0, None, None]","[132, 1, 'Sep', 0, None, None]","[137, 1, 'Jan', 0, None, None]","[178, 1, 'Dec', 0, None, None]","[134, 1, 'Dec', 0, None, None]","[124, 1, 'Aug', 0, None, None]","[146, 1, 'Oct', 0, None, None]","[128, 1, 'Aug', 0, None, None]","[104, 1, 'Jan', 0, None, None]","[200, 1, 'Dec', 0, None, None]","[192, 1, 'Sep', 0, None, None]","[165, 1, 'Aug', 0, None, None]","[142, 1, 'Oct', 0, None, None]","[135, 1, 'Jan', 0, None, None]","[111, 1, 'Aug', 0, None, None]",2019-12-06 21:33:07
Loughs Neagh and Beg,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[135, 1, 'Oct', 0, None, None]","[618, 1, 'Jan', 0, None, None]","[252, 1, 'Sep', 0, None, None]","[265, 1, 'Aug', 0, None, None]","[202, 1, 'Oct', 0, None, None]","[193, 1, 'Mar', 0, None, None]","[241, 1, 'Oct', 0, None, None]","[226, 1, 'Dec', 0, None, None]","[244, 1, 'Sep', 0, None, None]","[380, 1, 'Jan', 0, None, None]","[211, 1, 'Oct', 0, None, None]","[177, 1, 'Oct', 0, None, None]","[124, 1, 'Mar', 0, None, None]","[143, 1, 'Sep', 0, None, None]","[98, 1, 'Oct', 0, None, None]","[118, 1, 'Mar', 0, None, None]","[96, 1, 'Jan', 0, None, None]","[181, 1, 'Oct', 0, None, None]","[209, 1, 'Oct', 0, None, None]","[83, 1, 'Sep', 0, None, None]","[92, 1, 'Oct', 0, None, None]","[136, 1, 'Sep', 0, None, None]","[160, 1, 'Sep', 0, None, None]","[133, 1, 'Oct', 0, None, None]","[143, 1, 'Sep', 0, None, None]","[134, 1, 'Oct', 0, None, None]",2019-12-06 21:33:07
WWT Martin Mere,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[150, 1, 'Dec', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']",nan,nan,nan,"[235, 1, 'Jan', 0, None, None]","[369, 1, 'Jan', 0, None, None]","[360, 1, 'Sep', 0, None, None]","[665, 1, 'Jan', 0, None, None]","[739, 1, 'Jan', 0, None, None]","[710, 1, 'Jan', 0, None, None]","[640, 1, 'Dec', 0, None, None]","[570, 1, 'Nov', 0, None, None]","[510, 1, 'Jan', 0, None, None]","[485, 1, 'Oct', 0, None, None]","[490, 1, 'Oct', 0, None, None]","[440, 1, 'Sep', 0, None, None]","[420, 1, 'Nov', 0, None, None]","[490, 1, 'Oct', 0, None, None]","[438, 1, 'Oct', 0, None, None]","[485, 1, 'Sep', 0, None, None]","[375, 2, 'Dec', 0, None, None]","[330, 1, 'Nov', 0, None, None]","[172, 1, 'Jan', 0, None, None]","[320, 1, 'Mar', 0, None, None]","[240, 1, 'Jan', 0, None, None]","[180, 1, 'Dec', 0, None, None]","[200, 1, 'Oct', 0, None, None]","[88, 1, 'Jan', 0, None, None]","[86, 1, 'Sep', 0, None, None]","[140, 1, 'Jan', 0, None, None]",2019-12-06 21:33:07
North Norfolk Coast,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[281, 1, 'Dec', 0, None, None]","[234, 1, 'Jan', 0, None, None]","[332, 1, 'Jan', 0, None, None]","[179, 1, 'Dec', 0, None, None]","[334, 1, 'Nov', 0, None, None]","[291, 1, 'Dec', 0, None, None]","[441, 1, 'Feb', 0, None, None]","[309, 1, 'Jan', 0, None, None]","[334, 1, 'Feb', 0, None, None]","[243, 1, 'Feb', 0, None, None]","[280, 1, 'Jan', 0, None, None]","[192, 1, 'May', 0, None, None]","[281, 1, 'Feb', 0, None, None]","[223, 1, 'May', 0, None, None]","[230, 1, 'Dec', 0, None, None]","[203, 1, 'Nov', 0, None, None]","[253, 1, 'Jan', 0, None, None]","[292, 1, 'Dec', 0, None, None]","[183, 1, 'Apr', 0, None, None]","[160, 1, 'Nov', 0, None, None]","[153, 1, 'Dec', 0, None, None]","[162, 1, 'Nov', 0, None, None]","[158, 1, 'Mar', 0, None, None]","[115, 1, 'Feb', 0, None, None]","[79, 1, 'Jul', 0, None, None]",2019-12-06 21:33:07
Blagdon Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[5, 1, 'Aug', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[8, 1, 'Mar', 0, None, None]","[23, 1, 'Jul', 0, None, None]","[24, 1, 'Aug', 0, None, None]","[51, 1, 'Aug', 0, None, None]","[45, 1, 'Sep', 0, None, None]","[35, 1, 'Nov', 0, None, None]","[43, 1, 'Mar', 0, None, None]","[53, 1, 'Sep', 0, None, None]","[60, 1, 'Oct', 0, None, None]","[129, 1, 'Sep', 0, None, None]","[63, 1, 'Nov', 0, None, None]","[132, 1, 'Aug', 0, None, None]","[46, 1, 'Aug', 0, None, None]","[105, 2, 'Sep', 0, None, None]","[82, 1, 'Sep', 0, None, None]","[30, 1, 'Nov', 0, None, None]","[21, 1, 'Sep', 0, None, None]","[38, 1, 'Jul', 0, None, None]","[20, 1, 'Aug', 0, None, None]","[27, 1, 'Aug', 0, None, None]","[34, 1, 'Mar', 0, None, None]","[92, 1, 'Oct', 0, None, None]","[98, 1, 'Nov', 0, None, None]","[167, 1, 'Sep', 0, None, None]","[162, 1, 'Sep', 0, None, None]","[111, 1, 'Sep', 0, None, None]",2019-12-06 21:33:07
Dee Estuary (England and Wales),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[6, 1, 'Sep', 0, None, None]","[40, 1, 'Nov', 0, None, None]","[60, 1, 'May', 0, None, None]","[95, 1, 'Aug', 0, None, None]","[58, 1, 'Aug', 0, None, None]","[72, 1, 'Nov', 0, None, None]","[98, 1, 'Jan', 0, None, None]","[120, 1, 'Nov', 0, None, None]","[134, 1, 'Feb', 0, None, None]","[199, 1, 'Dec', 0, None, None]","[116, 1, 'Nov', 0, None, None]","[121, 1, 'Jan', 0, None, None]","[86, 1, 'Feb', 0, None, None]","[97, 1, 'Feb', 0, None, None]","[78, 1, 'Nov', 0, None, None]","[105, 1, 'Nov', 0, None, None]","[102, 1, 'Dec', 0, None, None]","[99, 1, 'Nov', 0, None, None]","[59, 1, 'Mar', 0, None, None]","[81, 1, 'Nov', 0, None, None]","[97, 1, 'Dec', 0, None, None]","[140, 1, 'Oct', 0, None, None]","[100, 1, 'Jan', 0, None, None]","[117, 1, 'Oct', 0, None, None]","[125, 1, 'Nov', 0, None, None]","[87, 1, 'Dec', 0, None, None]",2019-12-06 21:33:07
Chichester Canal,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[107, 1, 'Sep', 0, None, None]","[74, 1, 'Sep', 0, None, None]","[103, 1, 'Mar', 0, None, None]","[119, 1, 'Oct', 0, None, None]","[100, 1, 'Nov', 0, None, None]","[112, 1, 'Oct', 0, None, None]","[103, 1, 'Nov', 0, None, None]",2019-12-06 21:33:07
Stanwick Gravel Pits Consolidated,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[2, 1, 'Nov', 0, None, None]","[2, 1, 'Sep', 0, None, None]","[4, 1, 'Mar', 0, None, None]","[10, 1, 'Dec', 0, None, None]","[4, 2, 'Sep', 0, None, None]","[2, 2, 'Sep', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[1, 1, 'Sep', 0, None, None]",nan,"[16, 2, 'Apr', 0, None, None]",nan,"[42, 1, 'Oct', 0, None, None]",nan,"[51, 1, 'Nov', 0, None, None]",nan,nan,"[63, 2, 'Mar', 0, None, None]","[147, 2, 'Sep', 0, None, None]","[120, 1, 'Feb', 0, None, None]",nan,"[126, 1, 'Jan', 0, None, None]","[99, 1, 'Oct', 0, None, None]","[107, 1, 'Feb', 0, None, None]","[129, 1, 'Dec', 0, None, None]","[101, 1, 'Nov', 0, None, None]","[101, 1, 'Sep', 0, None, None]",2019-12-06 21:33:07
Grimley New Workings,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[16, 1, 'May', 0, None, None]","[28, 2, 'Dec', 0, None, None]","[41, 1, 'Oct', 0, None, None]","[36, 2, 'Nov', 0, None, None]","[56, 2, 'Jan', 0, None, None]","[48, 1, 'Feb', 0, None, None]","[46, 1, 'Mar', 0, None, None]","[56, 1, 'Nov', 0, None, None]","[131, 1, 'Apr', 0, None, None]","[89, 1, 'Apr', 0, None, None]","[80, 2, 'Feb', 0, None, None]","[90, 1, 'Feb', 0, None, None]","[91, 1, 'Feb', 0, None, None]","[112, 1, 'Feb', 0, None, None]","[100, 1, 'Jan', 0, None, None]",2019-12-06 21:33:07
Grantham Canal - Cotgrave to Gamston,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[18, 1, 'Oct', 0, None, None]","[29, 1, 'Sep', 0, None, None]","[30, 1, 'Jan', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[49, 1, 'Oct', 0, None, None]","[23, 1, 'Nov', 0, None, None]","[38, 1, 'Oct', 0, None, None]","[29, 1, 'Sep', 0, None, None]",nan,nan,nan,nan,"[97, 1, 'Mar', 0, None, None]","[122, 1, 'Oct', 0, None, None]","[151, 1, 'Jan', 0, None, None]","[102, 1, 'Jan', 0, None, None]","[106, 1, 'Oct', 0, None, None]","[97, 1, 'Nov', 0, None, None]","[68, 1, 'Jan', 0, None, None]","[68, 1, 'Dec', 0, None, None]","[110, 1, 'Oct', 0, None, None]","[112, 1, 'Nov', 0, None, None]","[81, 1, 'Dec', 0, None, None]","[72, 1, 'Jan', 0, None, None]","[101, 1, 'Mar', 0, None, None]",2019-12-06 21:33:07
"Leeds Castle, Kent",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[93, 1, 'Nov', 0, None, None]",2019-12-06 21:33:07
Cotswold Water Park (West),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[56, 1, 'Oct', 0, None, None]","[63, 1, 'Feb', 0, None, None]","[85, 1, 'Jan', 0, None, None]","[72, 1, 'Feb', 0, None, None]","[76, 1, 'Dec', 0, None, None]","[83, 1, 'Dec', 0, None, None]","[62, 1, 'Oct', 0, None, None]","[63, 1, 'Jan', 0, None, None]","[67, 1, 'Sep', 0, None, None]","[61, 1, 'Dec', 0, None, None]","[49, 1, 'Oct', 0, None, None]","[89, 1, 'Oct', 0, None, None]","[73, 1, 'Dec', 0, None, None]","[132, 1, 'Sep', 0, None, None]","[117, 1, 'Nov', 0, None, None]","[151, 1, 'Oct', 0, None, None]","[132, 1, 'Oct', 0, None, None]","[151, 1, 'Oct', 0, None, None]","[113, 1, 'Nov', 0, None, None]","[99, 1, 'Nov', 0, None, None]","[67, 1, 'Feb', 0, None, None]","[82, 1, 'Sep', 0, None, None]","[101, 1, 'Sep', 0, None, None]",nan,nan,nan,2019-12-06 21:33:07
Ingrebourne Valley,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[107, 1, 'Feb', 0, None, None]","[76, 1, 'Aug', 0, None, None]","[122, 1, 'Jan', 0, None, None]","[116, 1, 'Feb', 0, None, None]","[121, 1, 'Feb', 0, None, None]","[77, 1, 'Dec', 0, None, None]","[71, 1, 'Dec', 0, None, None]",nan,nan,nan,"[124, 1, 'Feb', 0, None, None]","[94, 1, 'Oct', 0, None, None]","[94, 1, 'Mar', 0, None, None]","[122, 1, 'Jan', 0, None, None]","[81, 1, 'Dec', 0, None, None]","[100, 1, 'Oct', 0, None, None]",nan,nan,nan,2019-12-06 21:33:07
Colne Valley Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[18, 1, 'Feb', 0, None, None]","[14, 1, 'Aug', 0, None, None]","[108, 2, 'Feb', 0, None, None]","[92, 1, 'Jan', 0, None, None]","[81, 2, 'Jan', 0, None, None]","[48, 1, 'Sep', 0, None, None]","[54, 1, 'Jul', 0, None, None]","[66, 2, 'Feb', 0, None, None]","[53, 2, 'Aug', 0, None, None]","[149, 1, 'Nov', 0, None, None]","[112, 1, 'Feb', 0, None, None]","[58, 2, 'Sep', 0, None, None]","[122, 1, 'Mar', 0, None, None]","[86, 1, 'Mar', 0, None, None]","[95, 1, 'Nov', 0, None, None]","[92, 1, 'Mar', 0, None, None]","[106, 1, 'Jan', 0, None, None]","[77, 1, 'Sep', 0, None, None]","[69, 1, 'Mar', 0, None, None]","[114, 1, 'Jan', 0, None, None]","[88, 1, 'Mar', 0, None, None]","[96, 1, 'Dec', 0, None, None]","[89, 1, 'Dec', 0, None, None]","[67, 1, 'Dec', 0, None, None]","[95, 1, 'Dec', 0, None, None]","[68, 1, 'Feb', 0, None, None]",2019-12-06 21:33:07
Tring Reservoirs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[49, 1, 'Mar', 0, None, None]","[69, 1, 'Sep', 0, None, None]","[55, 1, 'Oct', 0, None, None]","[65, 1, 'Nov', 0, None, None]","[78, 1, 'Sep', 0, None, None]","[148, 1, 'Sep', 0, None, None]","[207, 1, 'Nov', 0, None, None]","[90, 1, 'Dec', 0, None, None]","[149, 1, 'Oct', 0, None, None]","[110, 1, 'Oct', 0, None, None]","[106, 1, 'Oct', 0, None, None]","[115, 1, 'Jan', 0, None, None]","[135, 1, 'Jan', 0, None, None]","[110, 1, 'Mar', 0, None, None]","[138, 1, 'Nov', 0, None, None]","[93, 1, 'Sep', 0, None, None]","[117, 1, 'Sep', 0, None, None]","[91, 1, 'Oct', 0, None, None]","[75, 1, 'Sep', 0, None, None]","[95, 1, 'Sep', 0, None, None]","[44, 1, 'Aug', 0, None, None]","[63, 1, 'Sep', 0, None, None]","[108, 2, 'Oct', 0, None, None]","[79, 1, 'Dec', 0, None, None]","[86, 1, 'Oct', 0, None, None]","[74, 1, 'Nov', 0, None, None]",2019-12-06 21:33:07
Southampton Water,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[38, 2, 'Nov', 0, None, None]","[62, 1, 'Sep', 0, None, None]","[47, 2, 'Nov', 0, None, None]","[47, 1, 'Nov', 0, None, None]","[33, 1, 'Nov', 0, None, None]","[54, 1, 'Aug', 0, None, None]","[73, 2, 'Feb', 0, None, None]","[102, 1, 'Feb', 0, None, None]","[81, 1, 'Jan', 0, None, None]","[81, 1, 'Oct', 0, None, None]","[125, 1, 'Jan', 0, None, None]","[83, 1, 'Jan', 0, None, None]","[114, 1, 'Feb', 0, None, None]","[81, 1, 'Dec', 0, None, None]","[114, 2, 'Dec', 0, None, None]","[127, 1, 'Jan', 0, None, None]","[86, 1, 'Dec', 0, None, None]","[135, 1, 'Dec', 0, None, None]","[96, 1, 'Dec', 0, None, None]","[93, 1, 'Feb', 0, None, None]","[83, 1, 'Nov', 0, None, None]","[110, 1, 'Oct', 0, None, None]","[71, 1, 'Dec', 0, None, None]","[64, 2, 'Nov', 0, None, None]","[58, 1, 'Feb', 0, None, None]",2019-12-06 21:33:07
Somerset Levels,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[168, 1, 'Mar', 0, None, None]","[228, 1, 'Feb', 0, None, None]","[279, 1, 'Nov', 0, None, None]","[356, 1, 'Oct', 0, None, None]","[251, 1, 'Oct', 0, None, None]","[250, 1, 'Feb', 0, None, None]","[370, 1, 'Oct', 0, None, None]","[407, 1, 'Oct', 0, None, None]","[310, 1, 'Oct', 0, None, None]","[308, 1, 'Oct', 0, None, None]","[325, 1, 'Mar', 0, None, None]","[276, 1, 'Feb', 0, None, None]","[327, 1, 'Feb', 0, None, None]","[410, 1, 'Oct', 0, None, None]","[430, 1, 'Mar', 0, None, None]","[392, 1, 'Oct', 0, None, None]","[156, 1, 'Mar', 0, None, None]","[272, 2, 'Oct', 0, None, None]","[133, 1, 'Oct', 0, None, None]","[66, 1, 'Mar', 0, None, None]","[88, 1, 'Nov', 0, None, None]","[56, 1, 'Mar', 0, None, None]","[85, 1, 'Jan', 0, None, None]","[74, 1, 'Nov', 0, None, None]","[76, 1, 'Oct', 0, None, None]","[109, 1, 'Oct', 0, None, None]",2019-12-06 21:33:07
