Site,35/36,36/37,37/38,38/39,39/40,40/41,41/42,42/43,43/44,44/45,45/46,46/47,47/48,48/49,49/50,50/51,51/52,52/53,53/54,54/55,55/56,56/57,57/58,58/59,59/60,60/61,61/62,62/63,63/64,64/65,65/66,66/67,67/68,68/69,69/70,70/71,71/72,72/73,73/74,74/75,75/76,76/77,77/78,78/79,79/80,80/81,81/82,82/83,83/84,84/85,85/86,86/87,87/88,88/89,89/90,90/91,91/92,92/93,93/94,94/95,95/96,96/97,97/98,98/99,99/00,00/01,01/02,02/03,03/04,04/05,05/06,06/07,07/08,08/09,09/10,10/11,11/12,12/13,13/14,14/15,15/16,16/17,17/18,RoughTimeAccessed
Abberton Reservoir,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[22, 1, 'Jan', 0, None, None]","[28, 1, 'Feb', 0, None, None]","[28, 1, 'Nov', 0, None, None]","[20, 1, 'Nov', 0, None, None]","[10, 1, 'Nov', 0, None, None]","[31, 1, 'Nov', 0, None, None]","[107, 1, 'Nov', 0, None, None]","[136, 1, 'Oct', 0, None, None]","[110, 1, 'Sep', 0, None, None]","[211, 1, 'Nov', 0, None, None]","[171, 1, 'Sep', 0, None, None]","[198, 1, 'Dec', 0, None, None]","[248, 1, 'Sep', 0, None, None]","[185, 1, 'Sep', 0, None, None]","[148, 1, 'Aug', 0, None, None]","[194, 1, 'Sep', 0, None, None]","[280, 1, 'Sep', 0, None, None]","[332, 1, 'Sep', 0, None, None]","[325, 1, 'Dec', 0, None, None]","[169, 1, 'Nov', 0, None, None]","[410, 1, 'Oct', 0, None, None]","[160, 1, 'Sep', 0, None, None]","[784, 1, 'Dec', 0, None, None]","[846, 1, 'Sep', 0, None, None]","[402, 1, 'Sep', 0, None, None]","[218, 1, 'Sep', 0, None, None]","[358, 1, 'Sep', 0, None, None]","[517, 1, 'Nov', 0, None, None]","[668, 1, 'Sep', 0, None, None]","[829, 1, 'Sep', 0, None, None]","[338, 1, 'Sep', 0, None, None]","[120, 1, 'Sep', 0, None, None]","[460, 2, 'Oct', 0, None, None]","[549, 1, 'Sep', 0, None, None]","[746, 1, 'Aug', 0, None, None]","[173, 1, 'Aug', 0, None, None]","[730, 1, 'Sep', 0, None, None]","[519, 1, 'Aug', 0, None, None]","[425, 1, 'Aug', 0, None, None]","[1024, 1, 'Jan', 0, None, None]","[535, 2, 'Aug', 0, None, None]","[483, 1, 'Nov', 0, None, None]","[493, 1, 'Sep', 0, None, None]","[797, 1, 'Sep', 0, None, None]","[1128, 1, 'Sep', 0, None, None]","[1357, 1, 'Aug', 0, None, None]","[387, 1, 'Jul', 0, None, None]","[699, 1, 'Jul', 0, None, None]","[572, 1, 'Aug', 0, None, None]","[499, 1, 'Sep', 0, None, None]","[248, 1, 'Aug', 0, None, None]","[403, 1, 'Aug', 0, None, None]",2019-12-06 21:24:07
Loch Leven,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[38, 1, 'Jun', 0, None, None]","[17, 1, 'Sep', 0, None, None]","[14, 1, 'Sep', 0, None, None]","[27, 1, 'Sep', 0, None, None]","[7, 1, 'Oct', 0, None, None]","[27, 1, 'Sep', 0, None, None]","[30, 1, 'Sep', 0, None, None]","[28, 1, 'Oct', 0, None, None]","[60, 1, 'Oct', 0, None, None]","[50, 1, 'Oct', 0, None, None]","[43, 1, 'Sep', 0, None, None]","[70, 1, 'Sep', 0, None, None]","[80, 1, 'Sep', 0, None, None]","[162, 1, 'Oct', 0, None, None]","[208, 1, 'Sep', 0, None, None]","[175, 1, 'Sep', 0, None, None]","[169, 1, 'Oct', 0, None, None]","[220, 1, 'Sep', 0, None, None]","[210, 1, 'Sep', 0, None, None]","[195, 1, 'Sep', 0, None, None]","[250, 1, 'Oct', 0, None, None]","[140, 1, 'Sep', 0, None, None]","[154, 1, 'Sep', 0, None, None]","[163, 1, 'Oct', 0, None, None]","[258, 1, 'Oct', 0, None, None]","[120, 1, 'Sep', 0, None, None]","[200, 1, 'Sep', 0, None, None]","[262, 1, 'Sep', 0, None, None]","[252, 1, 'Sep', 0, None, None]","[230, 1, 'Oct', 0, None, None]","[235, 1, 'Oct', 0, None, None]","[248, 1, 'Oct', 0, None, None]","[526, 1, 'Sep', 0, None, None]","[544, 1, 'Aug', 0, None, None]","[270, 1, 'Sep', 0, None, None]","[320, 1, 'Aug', 0, None, None]","[840, 1, 'Sep', 0, None, None]","[635, 1, 'Sep', 0, None, None]","[360, 1, 'Sep', 0, None, None]","[392, 1, 'Oct', 0, None, None]","[309, 1, 'Sep', 0, None, None]","[284, 1, 'Sep', 0, None, None]","[345, 1, 'Sep', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[417, 1, 'Oct', 0, None, None]","[422, 1, 'Sep', 0, None, None]","[402, 1, 'Sep', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[489, 1, 'Sep', 0, None, None]","[432, 1, 'Oct', 0, None, None]","[453, 1, 'Aug', 0, None, None]","[495, 1, 'Oct', 0, None, None]","[436, 1, 'Sep', 0, None, None]","[547, 1, 'Oct', 0, None, None]",2019-12-06 21:24:07
Thames Estuary,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[4, 1, 'Oct', 0, None, None]","[5, 1, 'Nov', 0, None, None]","[22, 1, 'Jan', 0, None, None]","[20, 1, 'Nov', 0, None, None]","[25, 1, 'Nov', 0, None, None]","[10, 1, 'Nov', 0, None, None]","[24, 1, 'Oct', 0, None, None]","[1, 1, 'Jan', 0, None, None]","[1, 2, 'Feb', 0, None, None]","[7, 1, 'Oct', 0, None, None]","[31, 1, 'Feb', 0, None, None]","[15, 1, 'Dec', 0, None, None]","[61, 1, 'Feb', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[113, 1, 'Jan', 0, None, None]","[100, 1, 'Nov', 0, None, None]","[77, 1, 'Mar', 0, None, None]","[101, 1, 'Jan', 0, None, None]","[158, 1, 'Nov', 0, None, None]","[79, 1, 'Dec', 0, None, None]","[76, 1, 'Dec', 0, None, None]","[141, 1, 'Mar', 0, None, None]","[159, 1, 'Feb', 0, None, None]","[83, 1, 'Mar', 0, None, None]","[183, 1, 'Jan', 0, None, None]","[37, 1, 'Jan', 0, None, None]","[83, 1, 'Jan', 0, None, None]","[133, 1, 'Feb', 0, None, None]","[228, 1, 'Dec', 0, None, None]","[179, 1, 'Dec', 0, None, None]","[252, 1, 'Mar', 0, None, None]","[190, 1, 'Feb', 0, None, None]","[198, 1, 'Feb', 0, None, None]","[387, 1, 'Dec', 0, None, None]","[439, 1, 'Jan', 0, None, None]","[535, 1, 'Feb', 0, None, None]","[512, 1, 'Feb', 0, None, None]","[815, 1, 'Jan', 0, None, None]","[554, 1, 'Feb', 0, None, None]","[471, 1, 'Jan', 0, None, None]","[377, 1, 'Dec', 0, None, None]","[451, 1, 'Jan', 0, None, None]","[431, 1, 'Jan', 0, None, None]","[687, 1, 'Jan', 0, None, None]","[909, 1, 'Jan', 0, None, None]","[734, 1, 'Feb', 0, None, None]","[328, 1, 'Jan', 0, None, None]","[1002, 1, 'Feb', 0, None, None]","[609, 1, 'Feb', 0, None, None]","[638, 1, 'Dec', 0, None, None]","[288, 1, 'Jan', 0, None, None]","[391, 1, 'Feb', 0, None, None]","[362, 1, 'Feb', 0, None, None]",2019-12-06 21:24:07
North Norfolk Coast,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[2, 1, 'Jan', 0, None, None]","[2, 1, 'Jan', 0, None, None]","[1, 1, 'Dec', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Dec', 0, None, None]","[80, 1, 'Nov', 0, None, None]","[2, 1, 'Nov', 0, None, None]","[32, 1, 'Feb', 0, None, None]","[40, 1, 'Dec', 0, None, None]","[44, 1, 'Mar', 0, None, None]","[78, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[29, 1, 'Sep', 0, None, None]","[28, 1, 'Mar', 0, None, None]","[20, 1, 'Jan', 0, None, None]","[60, 1, 'Feb', 0, None, None]","[20, 1, 'Sep', 0, None, None]","[108, 1, 'Nov', 0, None, None]","[80, 1, 'Mar', 0, None, None]","[150, 1, 'Aug', 0, None, None]","[112, 1, 'Sep', 0, None, None]","[107, 1, 'Feb', 0, None, None]","[81, 1, 'Jan', 0, None, None]","[197, 1, 'Mar', 0, None, None]","[98, 1, 'Mar', 0, None, None]","[110, 1, 'Mar', 0, None, None]","[136, 1, 'Apr', 0, None, None]","[260, 1, 'Aug', 0, None, None]","[267, 1, 'Sep', 0, None, None]","[193, 1, 'Sep', 0, None, None]","[163, 1, 'Aug', 0, None, None]","[232, 1, 'Nov', 0, None, None]","[258, 1, 'Jan', 0, None, None]","[294, 2, 'Oct', 0, None, None]","[250, 2, 'Aug', 0, None, None]","[221, 2, 'Sep', 0, None, None]","[215, 1, 'Feb', 0, None, None]","[262, 1, 'Aug', 0, None, None]","[231, 1, 'Dec', 0, None, None]","[262, 1, 'Jan', 0, None, None]","[186, 1, 'May', 0, None, None]","[314, 1, 'May', 0, None, None]","[388, 1, 'Jun', 0, None, None]","[418, 1, 'Jun', 0, None, None]","[375, 1, 'May', 0, None, None]","[300, 1, 'Apr', 0, None, None]","[323, 1, 'Feb', 0, None, None]","[320, 1, 'May', 0, None, None]","[338, 1, 'Aug', 0, None, None]","[540, 1, 'Dec', 0, None, None]","[555, 1, 'Feb', 0, None, None]","[491, 1, 'Mar', 0, None, None]",2019-12-06 21:24:07
Sutton and Lound Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[1, 1, 'Jan', 0, None, None]",nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Mar', 0, None, None]","[0, 1, '', 0, None, None]","[4, 1, 'Mar', 0, None, None]","[4, 1, 'Nov', 0, None, None]","[12, 1, 'Mar', 0, None, None]","[20, 1, 'Dec', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[11, 1, 'Nov', 0, None, None]","[14, 1, 'Oct', 0, None, None]","[8, 1, 'Dec', 0, None, None]","[16, 1, 'Sep', 0, None, None]","[10, 1, 'Feb', 0, None, None]","[24, 1, 'Nov', 0, None, None]","[31, 1, 'Nov', 0, None, None]","[41, 1, 'Feb', 0, None, None]",nan,nan,"[110, 1, 'Dec', 0, None, None]",nan,"[152, 1, 'Nov', 0, None, None]","[191, 1, 'Dec', 0, None, None]","[96, 1, 'Nov', 0, None, None]","[150, 1, 'Feb', 0, None, None]",nan,"[274, 1, 'Feb', 0, None, None]",nan,"[370, 1, 'Nov', 0, None, None]","[58, 1, 'Jul', 0, None, None]","[198, 1, 'Feb', 0, None, None]","[307, 1, 'Feb', 0, None, None]","[304, 2, 'Jan', 0, None, None]","[425, 1, 'Oct', 0, None, None]","[437, 1, 'Jan', 0, None, None]","[282, 1, 'Aug', 0, None, None]","[539, 1, 'Sep', 0, None, None]","[399, 1, 'Feb', 0, None, None]","[470, 1, 'Dec', 0, None, None]","[665, 1, 'Jan', 0, None, None]","[537, 1, 'Aug', 0, None, None]","[341, 1, 'Aug', 0, None, None]","[458, 1, 'Jan', 0, None, None]","[358, 1, 'Dec', 0, None, None]","[537, 1, 'Jan', 0, None, None]",2019-12-06 21:24:07
Fairburn Ings,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[2, 1, 'Jan', 0, None, None]","[4, 1, 'Dec', 0, None, None]","[7, 1, 'Dec', 0, None, None]","[33, 1, 'Oct', 0, None, None]",nan,"[42, 1, 'Sep', 0, None, None]","[31, 1, 'Sep', 0, None, None]","[56, 1, 'Nov', 0, None, None]","[3, 1, 'Jan', 0, None, None]","[52, 1, 'Sep', 0, None, None]","[28, 1, 'Sep', 0, None, None]","[64, 1, 'Sep', 0, None, None]","[49, 1, 'Oct', 0, None, None]","[17, 1, 'Sep', 0, None, None]","[9, 1, 'Dec', 0, None, None]","[4, 1, 'Oct', 0, None, None]","[4, 1, 'Sep', 0, None, None]","[27, 1, 'Oct', 0, None, None]","[43, 1, 'Oct', 0, None, None]","[66, 1, 'Oct', 0, None, None]","[79, 1, 'Oct', 0, None, None]","[123, 1, 'Nov', 0, None, None]","[66, 1, 'Sep', 0, None, None]","[209, 1, 'Nov', 0, None, None]","[107, 1, 'Oct', 0, None, None]","[55, 1, 'Sep', 0, None, None]","[70, 1, 'Sep', 0, None, None]","[128, 1, 'Nov', 0, None, None]","[168, 1, 'Oct', 0, None, None]","[239, 1, 'Oct', 0, None, None]","[202, 1, 'Aug', 0, None, None]","[191, 1, 'Aug', 0, None, None]","[358, 1, 'Oct', 0, None, None]","[342, 1, 'Nov', 0, None, None]","[220, 1, 'Sep', 0, None, None]","[150, 1, 'Sep', 0, None, None]","[154, 1, 'Jun', 0, None, None]","[367, 1, 'Oct', 0, None, None]",nan,"[278, 1, 'Oct', 0, None, None]","[266, 1, 'Sep', 0, None, None]","[63, 1, 'Jun', 0, None, None]","[337, 1, 'Jun', 0, None, None]","[223, 1, 'Oct', 0, None, None]","[182, 1, 'Feb', 0, None, None]","[283, 1, 'Aug', 0, None, None]","[325, 1, 'Sep', 0, None, None]","[499, 1, 'Sep', 0, None, None]","[306, 2, 'Oct', 0, None, None]","[410, 1, 'Sep', 0, None, None]","[417, 1, 'Aug', 0, None, None]","[433, 1, 'Aug', 0, None, None]",2019-12-06 21:24:07
Fen Drayton Lakes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[15, 1, 'Feb', 0, None, None]","[17, 1, 'Feb', 0, None, None]","[50, 1, 'Nov', 0, None, None]","[44, 1, 'Nov', 0, None, None]",nan,"[12, 1, 'Dec', 0, None, None]","[20, 1, 'Jan', 0, None, None]","[6, 1, 'Oct', 0, None, None]","[50, 1, 'Jan', 0, None, None]","[130, 1, 'Feb', 0, None, None]","[236, 1, 'Dec', 0, None, None]","[64, 1, 'Dec', 0, None, None]","[181, 1, 'Dec', 0, None, None]","[204, 1, 'Jan', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[215, 1, 'Jan', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[276, 1, 'Feb', 0, None, None]","[194, 1, 'Dec', 0, None, None]","[269, 1, 'Nov', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[474, 1, 'Feb', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[516, 1, 'Dec', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[234, 1, 'Nov', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[445, 1, 'Feb', 1, 'Supplementary visit under the  WeBS Core Count Survey', 'WeBS']","[362, 1, 'Dec', 0, None, None]","[336, 1, 'Nov', 0, None, None]","[219, 1, 'Dec', 0, None, None]","[400, 1, 'Dec', 0, None, None]","[378, 1, 'Jan', 0, None, None]","[553, 1, 'Nov', 0, None, None]","[387, 1, 'Dec', 0, None, None]","[442, 1, 'Nov', 0, None, None]","[361, 1, 'Sep', 0, None, None]","[303, 1, 'Dec', 0, None, None]","[456, 1, 'Oct', 0, None, None]","[369, 1, 'Oct', 0, None, None]","[406, 2, 'Aug', 0, None, None]","[229, 1, 'Dec', 0, None, None]","[646, 1, 'Jan', 0, None, None]","[282, 1, 'Aug', 0, None, None]","[576, 1, 'Jan', 0, None, None]",2019-12-06 21:24:07
Chew Valley Lake,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[16, 1, 'Apr', 0, None, None]","[40, 1, 'Aug', 0, None, None]","[48, 1, 'Sep', 0, None, None]","[98, 1, 'Jul', 0, None, None]","[125, 1, 'Aug', 0, None, None]","[124, 1, 'Apr', 0, None, None]","[89, 1, 'Oct', 0, None, None]","[99, 1, 'Apr', 0, None, None]","[124, 1, 'Aug', 0, None, None]","[59, 1, 'Oct', 0, None, None]","[102, 1, 'Sep', 0, None, None]","[58, 1, 'Dec', 0, None, None]","[128, 1, 'Sep', 0, None, None]","[64, 1, 'Sep', 0, None, None]","[141, 1, 'Sep', 0, None, None]","[37, 1, 'Sep', 0, None, None]","[285, 1, 'Aug', 0, None, None]","[215, 1, 'Aug', 0, None, None]","[142, 1, 'Jul', 0, None, None]","[225, 1, 'Aug', 0, None, None]","[58, 1, 'Jan', 0, None, None]","[152, 1, 'Sep', 0, None, None]","[160, 1, 'Aug', 0, None, None]","[351, 1, 'Jul', 0, None, None]","[190, 1, 'Jan', 0, None, None]","[425, 1, 'Sep', 0, None, None]","[190, 1, 'Aug', 0, None, None]","[155, 1, 'Aug', 0, None, None]","[140, 1, 'Aug', 0, None, None]","[180, 1, 'Sep', 0, None, None]","[175, 1, 'Aug', 0, None, None]","[200, 1, 'Aug', 0, None, None]","[305, 1, 'Aug', 0, None, None]","[145, 1, 'Sep', 0, None, None]","[310, 1, 'Aug', 0, None, None]","[230, 1, 'Aug', 0, None, None]","[360, 1, 'Aug', 0, None, None]","[410, 1, 'Aug', 0, None, None]","[315, 1, 'Aug', 0, None, None]","[200, 1, 'Sep', 0, None, None]","[150, 1, 'Aug', 0, None, None]","[245, 1, 'Aug', 0, None, None]","[210, 1, 'Jun', 0, None, None]","[295, 1, 'Aug', 0, None, None]","[375, 1, 'Oct', 0, None, None]","[650, 1, 'Sep', 0, None, None]","[145, 1, 'Sep', 0, None, None]","[435, 1, 'Aug', 0, None, None]","[270, 1, 'Aug', 0, None, None]","[410, 1, 'Sep', 0, None, None]","[395, 1, 'Dec', 0, None, None]","[605, 1, 'Oct', 0, None, None]",2019-12-06 21:24:07
Middle Tame Valley Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[4, 1, 'Jan', 0, None, None]","[3, 1, 'Jan', 0, None, None]","[3, 1, 'Jan', 0, None, None]",nan,"[17, 1, 'Nov', 0, None, None]","[23, 1, 'Nov', 0, None, None]","[24, 1, 'Dec', 0, None, None]","[53, 1, 'Dec', 0, None, None]","[58, 1, 'Nov', 0, None, None]","[65, 1, 'Nov', 0, None, None]","[69, 1, 'Dec', 0, None, None]","[59, 1, 'Feb', 0, None, None]","[21, 1, 'Nov', 0, None, None]","[23, 1, 'Dec', 0, None, None]","[52, 1, 'Nov', 0, None, None]","[25, 1, 'Nov', 0, None, None]","[50, 1, 'Oct', 0, None, None]","[37, 1, 'Dec', 0, None, None]","[56, 1, 'Nov', 0, None, None]","[66, 1, 'Nov', 0, None, None]","[61, 1, 'Oct', 0, None, None]","[74, 1, 'Jan', 0, None, None]","[56, 1, 'Jan', 0, None, None]","[135, 1, 'Jan', 0, None, None]","[154, 1, 'Nov', 0, None, None]","[108, 1, 'Feb', 0, None, None]","[99, 1, 'Jan', 0, None, None]","[123, 1, 'Feb', 0, None, None]","[113, 1, 'Oct', 0, None, None]","[100, 1, 'Jan', 0, None, None]","[156, 1, 'Oct', 0, None, None]","[255, 1, 'Oct', 0, None, None]","[69, 1, 'Oct', 0, None, None]","[74, 1, 'Sep', 0, None, None]","[131, 1, 'Jan', 0, None, None]","[108, 1, 'Sep', 0, None, None]","[275, 1, 'Nov', 0, None, None]","[303, 1, 'Nov', 0, None, None]","[221, 1, 'Oct', 0, None, None]","[373, 1, 'Oct', 0, None, None]","[213, 1, 'Oct', 0, None, None]","[212, 1, 'Nov', 0, None, None]","[311, 1, 'Nov', 0, None, None]","[451, 1, 'Oct', 0, None, None]","[369, 1, 'Oct', 0, None, None]","[620, 1, 'Oct', 0, None, None]",2019-12-06 21:24:07
Ditchford Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[3, 1, 'Feb', 0, None, None]","[77, 1, 'Jan', 0, None, None]","[55, 1, 'Jan', 0, None, None]","[32, 1, 'Mar', 0, None, None]","[65, 1, 'Nov', 0, None, None]","[94, 1, 'Jan', 0, None, None]","[121, 1, 'Feb', 0, None, None]","[96, 1, 'Dec', 0, None, None]","[67, 1, 'Mar', 0, None, None]","[45, 1, 'Jan', 0, None, None]","[77, 1, 'Jan', 0, None, None]","[225, 1, 'Dec', 0, None, None]","[77, 1, 'Jan', 0, None, None]","[145, 1, 'Jan', 0, None, None]","[46, 1, 'Dec', 0, None, None]","[58, 1, 'Jan', 0, None, None]","[129, 1, 'Jan', 0, None, None]","[187, 1, 'Feb', 0, None, None]","[115, 1, 'Feb', 0, None, None]","[118, 1, 'Jan', 0, None, None]","[184, 1, 'Jan', 0, None, None]","[230, 1, 'Dec', 0, None, None]","[104, 1, 'Jan', 0, None, None]","[118, 1, 'Feb', 0, None, None]",nan,"[192, 1, 'Feb', 0, None, None]","[180, 1, 'Jan', 0, None, None]","[178, 1, 'Feb', 0, None, None]","[184, 1, 'Feb', 0, None, None]","[176, 1, 'Feb', 0, None, None]","[253, 1, 'Feb', 0, None, None]","[263, 1, 'Feb', 0, None, None]","[154, 1, 'Feb', 0, None, None]","[394, 1, 'Dec', 0, None, None]","[253, 1, 'Dec', 0, None, None]","[337, 1, 'Nov', 0, None, None]","[336, 1, 'Dec', 0, None, None]","[337, 1, 'Nov', 0, None, None]","[511, 1, 'Dec', 0, None, None]","[418, 1, 'Oct', 0, None, None]",2019-12-06 21:24:07
Wraysbury Gravel Pits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]",nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[8, 1, 'Mar', 0, None, None]","[20, 1, 'Dec', 0, None, None]","[23, 1, 'Dec', 0, None, None]","[41, 1, 'Dec', 0, None, None]","[12, 1, 'Sep', 0, None, None]","[65, 1, 'Nov', 0, None, None]","[29, 1, 'Dec', 0, None, None]","[7, 1, 'Dec', 0, None, None]","[14, 1, 'Dec', 0, None, None]","[34, 1, 'Nov', 0, None, None]","[112, 1, 'Nov', 0, None, None]","[13, 1, 'Dec', 0, None, None]","[60, 1, 'Nov', 0, None, None]","[14, 1, 'Oct', 0, None, None]","[61, 1, 'Dec', 0, None, None]","[116, 1, 'Dec', 0, None, None]","[116, 1, 'Dec', 0, None, None]","[375, 1, 'Feb', 0, None, None]","[426, 1, 'Dec', 0, None, None]","[307, 1, 'Nov', 0, None, None]","[389, 2, 'Dec', 0, None, None]","[528, 1, 'Dec', 0, None, None]","[734, 1, 'Feb', 0, None, None]","[1397, 1, 'Dec', 0, None, None]","[612, 1, 'Jan', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Mar', 0, None, None]","[0, 1, '', 0, None, None]","[516, 1, 'Oct', 0, None, None]","[2, 1, 'Jan', 0, None, None]","[9, 1, 'Feb', 0, None, None]","[2, 1, 'Nov', 0, None, None]","[0, 1, '', 0, None, None]","[204, 1, 'Feb', 1, 'Supplementary daytime counts', None]","[523, 1, 'Jan', 0, None, None]","[1005, 1, 'Jan', 0, None, None]","[173, 1, 'Jan', 0, None, None]","[352, 1, 'Jan', 0, None, None]","[268, 1, 'Dec', 0, None, None]","[511, 1, 'Feb', 0, None, None]","[702, 1, 'Nov', 0, None, None]","[110, 1, 'Jan', 0, None, None]","[240, 1, 'Jan', 0, None, None]",2019-12-06 21:24:07
Lindisfarne,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Oct', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 1, 'Apr', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 2, '', 0, None, None]","[4, 1, 'Aug', 0, None, None]","[2, 1, 'Oct', 0, None, None]","[1, 1, 'Sep', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[2, 2, 'Nov', 0, None, None]","[6, 1, 'May', 0, None, None]","[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'May', 0, None, None]","[0, 2, '', 0, None, None]","[0, 1, '', 0, None, None]","[0, 1, '', 0, None, None]","[5, 1, 'Dec', 1, 'Standard visit under the WeBS Low Tide Count Survey', 'WeBS']","[6, 1, 'Dec', 0, None, None]","[6, 1, 'Dec', 1, 'Standard visit under the WeBS Low Tide Count Survey', 'WeBS']","[2, 1, 'Oct', 0, None, None]","[6, 1, 'Dec', 1, 'Standard visit under the WeBS Low Tide Count Survey', 'WeBS']","[0, 1, '', 0, None, None]","[1, 1, 'Apr', 0, None, None]","[0, 1, '', 0, None, None]","[70, 1, 'Nov', 0, None, None]","[0, 1, '', 0, None, None]","[1, 1, 'Aug', 0, None, None]","[7, 1, 'Nov', 1, 'Standard visit under the WeBS Low Tide Count Survey', 'WeBS']","[0, 2, '', 0, None, None]","[0, 2, '', 0, None, None]","[2, 2, 'Aug', 0, None, None]","[348, 2, 'Mar', 0, None, None]","[0, 2, '', 0, None, None]","[0, 2, '', 0, None, None]",2019-12-06 21:24:07
